NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº ALUNOS
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;9283;20 DE AGOSTO;Japão;1
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;9283;20 DE AGOSTO;Síria;3
ESTADUAL - SE;LINS;LINS;LINS;8;26189;21 DE ABRIL;Venezuela;3
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18533;31 DE MARCO;Chile;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18533;31 DE MARCO;Dominicana, República;2
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18533;31 DE MARCO;Guiné-Bissau;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18533;31 DE MARCO;Haiti;6
ESTADUAL - SE;ADAMANTINA;DRACENA;DRACENA;8;31264;9 DE JULHO;Japão;1
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909026;A HEBRAICA;Colômbia;1
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909026;A HEBRAICA;Haiti;1
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909026;A HEBRAICA;Venezuela;1
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;8;33820;ABEL AUGUSTO FRAGATA;China;2
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;8;33820;ABEL AUGUSTO FRAGATA;Venezuela;1
ESTADUAL - SE;JABOTICABAL;BEBEDOURO;BEBEDOURO;8;22767;ABILIO ALVES MARQUES;Colômbia;1
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;8;15106;ABILIO FONTES PROF;Colômbia;2
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;8;15106;ABILIO FONTES PROF;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;907224;ABRANCHE JOSE PROF;Bolívia;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;907224;ABRANCHE JOSE PROF;Venezuela;2
ESTADUAL - SE;ITU;SALTO;SALTO;8;15817;ACYLINO AMARAL GURGEL PROF;Bolívia;1
ESTADUAL - SE;ITU;SALTO;SALTO;8;15817;ACYLINO AMARAL GURGEL PROF;Japão;1
ESTADUAL - SE;ITU;SALTO;SALTO;8;15817;ACYLINO AMARAL GURGEL PROF;Líbano;1
ESTADUAL - SE;ITU;SALTO;SALTO;8;15817;ACYLINO AMARAL GURGEL PROF;Portugal;1
ESTADUAL - SE;ITU;SALTO;SALTO;8;15817;ACYLINO AMARAL GURGEL PROF;Venezuela;1
ESTADUAL - SE;SUL 3;GRAJAU;SAO PAULO;8;925329;ADA PELLEGRINI GRINOVER;Cabo Verde;1
ESTADUAL - SE;SUL 3;GRAJAU;SAO PAULO;8;925329;ADA PELLEGRINI GRINOVER;Guiné-Conacri;3
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;África do Sul;1
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;Bolívia;3
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28685;ADAHIR GUIMARAES FOGACA PROFESSOR;Venezuela;3
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;8;48823;ADAIL JARBAS DUCLOS;Colômbia;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;914800;ADALBERTO MECCA SAMPAIO PROFESSOR;Haiti;2
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18284;ADALBERTO NASCIMENTO;Argentina;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18284;ADALBERTO NASCIMENTO;Itália;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18284;ADALBERTO NASCIMENTO;Venezuela;2
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18260;ADALBERTO PRADO E SILVA PROFESSOR;Estados Unidos da América;1
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;18260;ADALBERTO PRADO E SILVA PROFESSOR;Venezuela;2
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2537;ADALGISA MOREIRA PIRES PROFESSORA;Bolívia;1
ESTADUAL - SE;CENTRO OESTE;VILA SONIA;SAO PAULO;8;4194;ADALGIZA SEGURADO DA SILVEIRA PROFESSORA;Haiti;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8576;ADAMASTOR DE CARVALHO PROFESSOR;Haiti;11
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8576;ADAMASTOR DE CARVALHO PROFESSOR;Venezuela;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;7730;ADELAIDE ESCOBAR BUENO PROFESSORA;Venezuela;2
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;África do Sul;1
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;Angola;2
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;Bolívia;12
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;Colômbia;1
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;Espanha;2
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;8;924830;ADELAIDE MARIA DE BARROS PROFESSORA;Japão;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;8;49189;ADELAIDE PATROCINIO DOS SANTOS;Argentina;1
ESTADUAL - SE;CENTRO SUL;CAMBUCI;SAO PAULO;8;4303;ADELINA ISSA ASHCAR;Angola;7
ESTADUAL - SE;CENTRO SUL;CAMBUCI;SAO PAULO;8;4303;ADELINA ISSA ASHCAR;Bolívia;3
ESTADUAL - SE;CENTRO SUL;CAMBUCI;SAO PAULO;8;4303;ADELINA ISSA ASHCAR;Haiti;14
ESTADUAL - SE;CENTRO SUL;CAMBUCI;SAO PAULO;8;4303;ADELINA ISSA ASHCAR;Líbano;1
ESTADUAL - SE;CENTRO SUL;CAMBUCI;SAO PAULO;8;4303;ADELINA ISSA ASHCAR;Síria;1
ESTADUAL - SE;CENTRO SUL;CAMBUCI;SAO PAULO;8;4303;ADELINA ISSA ASHCAR;Venezuela;2
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3232;ADELINO JOSE DA SILVA D AZEVEDO PROF;Venezuela;1
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;PENAPOLIS;8;30442;ADELINO PETERS;Venezuela;2
ESTADUAL - SE;BRAGANCA PAULISTA;VARGEM;VARGEM;8;17802;ADELIO FERRAZ DE CASTRO;Venezuela;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1351;ADEMAR HIROSHI SUDA PROF;Bolívia;6
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3244;ADHEMAR ANTONIO PRADO PROFESSOR;Haiti;4
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3244;ADHEMAR ANTONIO PRADO PROFESSOR;Itália;1
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3244;ADHEMAR ANTONIO PRADO PROFESSOR;Venezuela;2
ESTADUAL - SE;JACAREI;JACAREI;JACAREI;8;42286;ADHERBAL DE CASTRO PROF;Colômbia;1
ESTADUAL - SE;JACAREI;JACAREI;JACAREI;8;42286;ADHERBAL DE CASTRO PROF;Haiti;1
ESTADUAL - SE;JACAREI;JACAREI;JACAREI;8;42286;ADHERBAL DE CASTRO PROF;Paraguai;1
ESTADUAL - SE;JACAREI;JACAREI;JACAREI;8;42286;ADHERBAL DE CASTRO PROF;Venezuela;1
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;8;15088;ADHERBAL DE PAULA FERREIRA;Japão;2
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;39962;ADIB MIGUEL HADDAD;Paraguai;2
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;8;922420;ADIWALDE DE OLIVEIRA COELHO PROFESSOR;Venezuela;1
ESTADUAL - SE;CENTRO OESTE;RIO PEQUENO;SAO PAULO;8;4200;ADOLFINO DE ARRUDA CASTANHO PROFESSOR;Moçambique;1
ESTADUAL - SE;CENTRO OESTE;RIO PEQUENO;SAO PAULO;8;4200;ADOLFINO DE ARRUDA CASTANHO PROFESSOR;Nigéria;1
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;5381;ADOLFO CASAIS MONTEIRO PROF;Bolívia;2
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;5381;ADOLFO CASAIS MONTEIRO PROF;Haiti;1
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;5381;ADOLFO CASAIS MONTEIRO PROF;Venezuela;17
ESTADUAL - SE;CENTRO OESTE;MORUMBI;SAO PAULO;8;4212;ADOLFO GORDO SENADOR;Peru;1
ESTADUAL - SE;CENTRO OESTE;MORUMBI;SAO PAULO;8;4212;ADOLFO GORDO SENADOR;Portugal;1
ESTADUAL - SE;CENTRO OESTE;MORUMBI;SAO PAULO;8;4212;ADOLFO GORDO SENADOR;Turquia;1
ESTADUAL - SE;LESTE 2;VILA CURUCA;SAO PAULO;8;44301;ADOLPHO PLUSKAT PROF;Bolívia;2
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;47776;ADOLPHO ROSSIN MAJOR;Venezuela;1
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;904703;ADONIAS FILHO;Venezuela;1
ESTADUAL - SE;CAMPINAS OESTE;VALINHOS;VALINHOS;8;49451;ADONIRAN BARBOSA;Venezuela;1
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;19744;ADONIRO LADEIRA PROFESSOR;Haiti;2
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;8;496571;ADUAR KEMELL DIBO PROFESSOR;Venezuela;1
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;8;909543;AFFONSO JOSE FIORAVANTI PROFESSOR;Peru;1
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;8;41853;AFONSO MORENO;Bolívia;1
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;8;41853;AFONSO MORENO;Japão;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;412983;AFONSO PASCHOTTE PADRE;Haiti;2
ESTADUAL - SE;MAUA;MAUA;MAUA;8;412983;AFONSO PASCHOTTE PADRE;Venezuela;1
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2653;AFONSO PENNA JUNIOR PROF;Bolívia;4
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2653;AFONSO PENNA JUNIOR PROF;Espanha;1
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2653;AFONSO PENNA JUNIOR PROF;Paraguai;2
ESTADUAL - SE;SANTOS;CUBATAO;CUBATAO;8;11435;AFONSO SCHIMIDT;Portugal;1
ESTADUAL - SE;VOTORANTIM;SALTO DE PIRAPORA;SALTO DE PIRAPORA;8;16846;AFONSO VERGUEIRO DOUTOR;Chile;1
ESTADUAL - SE;VOTORANTIM;SALTO DE PIRAPORA;SALTO DE PIRAPORA;8;16846;AFONSO VERGUEIRO DOUTOR;Japão;2
ESTADUAL - SE;SUL 3;GRAJAU;SAO PAULO;8;907194;AFRANIO DE OLIVEIRA;Bolívia;2
ESTADUAL - SE;CENTRO;VILA GUILHERME;SAO PAULO;8;760;AFRANIO PEIXOTO;Angola;1
ESTADUAL - SE;CENTRO;VILA GUILHERME;SAO PAULO;8;760;AFRANIO PEIXOTO;Argentina;4
ESTADUAL - SE;CENTRO;VILA GUILHERME;SAO PAULO;8;760;AFRANIO PEIXOTO;Bolívia;38
ESTADUAL - SE;CENTRO;VILA GUILHERME;SAO PAULO;8;760;AFRANIO PEIXOTO;Paraguai;2
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;8;16299;AGGEO PEREIRA DO AMARAL PROFESSOR;Estados Unidos da América;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8229;AGNALDO SEBASTIAO VIEIRA PADRE;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;907078;AGOSTINHO CANO;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;907078;AGOSTINHO CANO;Colômbia;1
ESTADUAL - SE;TUPA;BASTOS;BASTOS;8;34721;AGUIA DE HAIA;Japão;1
ESTADUAL - SE;JALES;URANIA;URANIA;8;27248;AKIO SATORU PROFESSOR;Japão;1
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;8;921002;ALADINO POLON;Japão;1
ESTADUAL - SE;CENTRO;SANTA CECILIA;SAO PAULO;8;3530;ALARICO SILVEIRA DOUTOR;Argentina;1
ESTADUAL - SE;CENTRO;SANTA CECILIA;SAO PAULO;8;3530;ALARICO SILVEIRA DOUTOR;Bolívia;4
ESTADUAL - SE;ITAPEVI;BARUERI;BARUERI;8;9878;ALAYDE DOMINGUES COUTO MACEDO PROFESSORA;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;900163;ALAYDE MARIA VICENTE PROFESSORA;Argentina;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;900163;ALAYDE MARIA VICENTE PROFESSORA;Bolívia;9
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;900163;ALAYDE MARIA VICENTE PROFESSORA;Itália;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;900163;ALAYDE MARIA VICENTE PROFESSORA;Paraguai;2
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;19835;ALBERTINA FORTAREL PROFESSORA;Haiti;1
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;19835;ALBERTINA FORTAREL PROFESSORA;Japão;2
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;19835;ALBERTINA FORTAREL PROFESSORA;Portugal;1
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;19835;ALBERTINA FORTAREL PROFESSORA;Venezuela;2
ESTADUAL - SE;ARARAQUARA;AMERICO BRASILIENSE;AMERICO BRASILIENSE;8;907704;ALBERTO ALVES ROLLO DR;Venezuela;4
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28538;ALBERTO ANDALO;Haiti;1
ESTADUAL - SE;SUL 2;JARDIM SAO LUIS;SAO PAULO;8;41749;ALBERTO BADRA DOUTOR;Haiti;2
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1016;ALBERTO CARDOSO DE MELLO NETO DR;Bolívia;7
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1016;ALBERTO CARDOSO DE MELLO NETO DR;Japão;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1016;ALBERTO CARDOSO DE MELLO NETO DR;Venezuela;2
ESTADUAL - SE;SUL 1;SANTO AMARO;SAO PAULO;8;5162;ALBERTO CONTE PROFESSOR;Angola;2
ESTADUAL - SE;LIMEIRA;COSMOPOLIS;COSMOPOLIS;8;917761;ALBERTO FIERZ;Japão;2
ESTADUAL - SE;LIMEIRA;COSMOPOLIS;COSMOPOLIS;8;917761;ALBERTO FIERZ;Portugal;2
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;8;5575;ALBERTO GRAF CAPITAO;Bolívia;2
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;8;23978;ALBERTO JOSE GONCALVES DOM;Paraguai;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9696;ALBERTO KENWORTHY;Espanha;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;9696;ALBERTO KENWORTHY;Uruguai;1
ESTADUAL - SE;CENTRO OESTE;SAUDE;SAO PAULO;8;4145;ALBERTO LEVY PROFESSOR;China;1
ESTADUAL - SE;CENTRO OESTE;SAUDE;SAO PAULO;8;4145;ALBERTO LEVY PROFESSOR;Portugal;1
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;5289;ALBERTO SALOTTI PROF EE;Bolívia;2
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;5289;ALBERTO SALOTTI PROF EE;Palestina;3
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;5289;ALBERTO SALOTTI PROF EE;Venezuela;2
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;MARTINOPOLIS;8;32475;ALBERTO SANTOS DUMONT;Japão;1
ESTADUAL - SE;LESTE 2;ITAIM PAULISTA;SAO PAULO;8;2938;ALBERTO SCHWEITZER;Bolívia;2
ESTADUAL - SE;CENTRO OESTE;BUTANTA;SAO PAULO;8;4157;ALBERTO TORRES;Guiné-Conacri;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1173;ALBINO CESAR;Bolívia;13
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1173;ALBINO CESAR;Guatemala;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1173;ALBINO CESAR;Japão;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1173;ALBINO CESAR;Síria;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1173;ALBINO CESAR;Venezuela;3
ESTADUAL - SE;LESTE 2;ITAIM PAULISTA;SAO PAULO;8;38118;ALCEU GUERNER GONZALEZ PROF;Marrocos;1
ESTADUAL - SE;LESTE 2;ITAIM PAULISTA;SAO PAULO;8;38118;ALCEU GUERNER GONZALEZ PROF;Suriname;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;47016;ALCHESTE DE GODOY ANDIA PROFA;Bolívia;4
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;47016;ALCHESTE DE GODOY ANDIA PROFA;Haiti;17
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;8;23930;ALCIDES CORREA PROFESSOR;Síria;2
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;8;23930;ALCIDES CORREA PROFESSOR;Venezuela;1
ESTADUAL - SE;CENTRO OESTE;BUTANTA;SAO PAULO;8;37597;ALCIDES DA COSTA VIDIGAL;Bolívia;1
ESTADUAL - SE;CARAGUATATUBA;CARAGUATATUBA;CARAGUATATUBA;8;11332;ALCIDES DE CASTRO GALVAO;Venezuela;2
ESTADUAL - SE;BRAGANCA PAULISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;8;17991;ALCINDO BUENO DE ASSIS MINISTRO;Colômbia;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;16998;ALCINDO SOARES DO NASCIMENTO PROF;Haiti;1
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;8;10728;ALCYR OLIVEIRA PORCIUNCULA PROFESSOR;Peru;1
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7432;ALDEMIR DE SOUZA CASTRO PROFESSOR;Haiti;1
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;8;435119;ALESSANDRA CRISTINA RODRIGUES DE O PEZZATO PROFA;Haiti;5
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;909212;ALEXANDRE ANSALDO MOZZILLI PROFESSOR;Bolívia;1
ESTADUAL - SE;SUL 3;CIDADE DUTRA;SAO PAULO;8;909212;ALEXANDRE ANSALDO MOZZILLI PROFESSOR;Venezuela;8
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;903784;ALEXANDRE BASSORA;Haiti;1
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4479;ALEXANDRE DE GUSMAO;Bolívia;3
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4479;ALEXANDRE DE GUSMAO;Colômbia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;908873;ALEXANDRE LOPES OLIVEIRA;Cuba;1
ESTADUAL - SE;SUL 3;PARELHEIROS;SAO PAULO;8;5319;ALEXANDRE MARCONDES FILHO SENADOR;Venezuela;1
ESTADUAL - SE;ITAPECERICA DA SERRA;EMBU-GUACU;EMBU-GUACU;8;35403;ALEXANDRE RODRIGUES NOGUEIRA;Venezuela;2
ESTADUAL - SE;TABOAO DA SERRA;EMBU DAS ARTES;EMBU DAS ARTES;8;38581;ALEXANDRINA BASSITH;Bolívia;1
ESTADUAL - SE;TABOAO DA SERRA;EMBU DAS ARTES;EMBU DAS ARTES;8;38581;ALEXANDRINA BASSITH;Saint Pierre et Miquelon;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;8;907972;ALEXANDRINA SANTIAGO NETTO;Peru;2
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;8;907972;ALEXANDRINA SANTIAGO NETTO;Portugal;1
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3300;ALFREDO ASHCAR PROF;Bolívia;2
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3300;ALFREDO ASHCAR PROF;Haiti;1
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3300;ALFREDO ASHCAR PROF;Venezuela;1
ESTADUAL - SE;CENTRO OESTE;PINHEIROS;SAO PAULO;8;3897;ALFREDO BRESSER;Paraguai;1
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;SAO CAETANO DO SUL;8;9441;ALFREDO BURKART PROFESSOR;Japão;1
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;8;20977;ALFREDO CARDOSO DOUTOR;Líbia;1
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;8;20977;ALFREDO CARDOSO DOUTOR;Paraguai;1
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;8;20977;ALFREDO CARDOSO DOUTOR;Venezuela;1
ESTADUAL - SE;NORTE 2;CACHOEIRINHA;SAO PAULO;8;40319;ALFREDO GOMES PROF;Bolívia;3
ESTADUAL - SE;NORTE 2;CACHOEIRINHA;SAO PAULO;8;40319;ALFREDO GOMES PROF;Peru;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1168;ALFREDO INACIO TRINDADE;Bolívia;15
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1168;ALFREDO INACIO TRINDADE;Japão;1
ESTADUAL - SE;NORTE 2;TUCURUVI;SAO PAULO;8;1168;ALFREDO INACIO TRINDADE;Venezuela;1
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3189;ALFREDO MACHADO PEDROSA PROF;Angola;1
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3189;ALFREDO MACHADO PEDROSA PROF;Venezuela;1
ESTADUAL - SE;CATANDUVA;CATANDUVA;CATANDUVA;8;26657;ALFREDO MINERVINO;Haiti;1
ESTADUAL - SE;CENTRO OESTE;LAPA;SAO PAULO;8;3360;ALFREDO PAULINO;Afeganistão;1
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;PINDAMONHANGABA;8;13390;ALFREDO PUJOL DOUTOR;Uruguai;1
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;8;908460;ALFREDO ROBERTO;Bolívia;2
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;8;923138;ALFRIED THEODOR WEISZFLOG;Argentina;1
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;8;923138;ALFRIED THEODOR WEISZFLOG;Bolívia;1
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;8;923138;ALFRIED THEODOR WEISZFLOG;Venezuela;2
ESTADUAL - SE;SUMARE;SUMARE;SUMARE;8;49414;ALICE ANTENOR DE SOUZA PROFESSORA;Haiti;3
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;6208;ALICE CHUERY PROFESSORA;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;6208;ALICE CHUERY PROFESSORA;Colômbia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;6208;ALICE CHUERY PROFESSORA;Cuba;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;6208;ALICE CHUERY PROFESSORA;Japão;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;8;6208;ALICE CHUERY PROFESSORA;Venezuela;2
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;919093;ALICE MARIA DA SILVA FERREIRA;Bolívia;2
ESTADUAL - SE;VOTORANTIM;VOTORANTIM;VOTORANTIM;8;908332;ALICE ROLIM DE MOURA HOLTZ PROFESSORA;Estados Unidos da América;1
ESTADUAL - SE;VOTORANTIM;VOTORANTIM;VOTORANTIM;8;908332;ALICE ROLIM DE MOURA HOLTZ PROFESSORA;Haiti;1
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;8;902949;ALICE ROMANOS PROFESSORA;Haiti;3
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;8;902949;ALICE ROMANOS PROFESSORA;Malvinas, Ilhas (Falkland);1
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;8;902949;ALICE ROMANOS PROFESSORA;Venezuela;2
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;8;10947;ALICE VELHO TEIXEIRA PROFESSORA;Colômbia;1
ESTADUAL - SE;NORTE 1;PIRITUBA;SAO PAULO;8;206;ALIPIO DE BARROS PROFESSOR;Bolívia;1
